epoch_s	power_w	temp_c	util_pct	gfx_clock_mhz	throttle	vram_mib	mem_available_kb	swap_total_kb	swap_free_kb
1789560651	341.07	65	100	1890	0x0000000000000004	23292	44215812	8388604	8378472
1789560653	335.94	65	100	1875	0x0000000000000004	23292	44067752	8388604	8378472
1789560655	334.82	65	100	1875	0x0000000000000004	23292	44135392	8388604	8378472
1789560657	339.94	65	100	1875	0x0000000000000004	23292	44202332	8388604	8378472
1789560659	335.78	64	100	1875	0x0000000000000004	23292	44135792	8388604	8378472
1789560661	337.84	64	100	1875	0x0000000000000004	23292	44110960	8388604	8378472
1789560663	339.78	64	100	1875	0x0000000000000004	23292	44164124	8388604	8378472
1789560665	345.86	64	100	1755	0x0000000000000004	23292	44221824	8388604	8378472
1789560667	339.80	65	100	1575	0x0000000000000004	23292	43904200	8388604	8378472
1789560669	341.73	65	100	1905	0x0000000000000004	23292	43807040	8388604	7877968
1789560671	334.59	65	100	1875	0x0000000000000004	23292	44189860	8388604	8378472
1789560673	339.11	65	100	1875	0x0000000000000004	23292	43997592	8388604	8378472
1789560675	341.41	63	100	1875	0x0000000000000004	23292	44212224	8388604	8378472
1789560677	341.62	65	100	1740	0x0000000000000004	23292	44221256	8388604	8378472
1789560679	344.68	65	100	1590	0x0000000000000004	23292	44162356	8388604	8378472
1789560681	334.53	65	100	1875	0x0000000000000004	23292	44100052	8388604	8378472
1789560683	339.06	64	100	1875	0x0000000000000004	23292	44096652	8388604	8378472
1789560686	338.73	63	100	1845	0x0000000000000004	23292	44136692	8388604	8378472
1789560688	343.77	65	100	1590	0x0000000000000004	23292	44169776	8388604	8378472
1789560690	337.47	65	100	1875	0x0000000000000004	23292	44171100	8388604	8378472
1789560692	338.85	64	100	1875	0x0000000000000004	23292	44213112	8388604	8378472
1789560694	345.24	64	100	1830	0x0000000000000004	23292	43983244	8388604	8378472
1789560696	344.70	65	100	1605	0x0000000000000004	23292	44134168	8388604	8378472
1789560698	334.45	65	100	1875	0x0000000000000004	23292	44182828	8388604	8378472
1789560700	338.54	64	100	1875	0x0000000000000004	23292	44169736	8388604	8378472
1789560702	341.17	65	100	1590	0x0000000000000004	23292	44199868	8388604	8378472
1789560704	339.13	64	100	1875	0x0000000000000004	23292	44240796	8388604	8378472
1789560706	338.77	63	100	1860	0x0000000000000004	23292	44249556	8388604	8378472
1789560708	343.30	65	100	1590	0x0000000000000004	23292	44258356	8388604	8378472
1789560710	333.73	64	100	1890	0x0000000000000004	23292	44264476	8388604	8378472
1789560712	343.78	63	100	1845	0x0000000000000004	23292	44264196	8388604	8378472
1789560714	343.51	65	100	1785	0x0000000000000004	23292	44054032	8388604	8378472
1789560716	334.08	64	100	1875	0x0000000000000004	23292	44157780	8388604	8378472
1789560718	344.61	64	100	1605	0x0000000000000004	23292	44210360	8388604	8378472
1789560720	333.68	65	100	1875	0x0000000000000004	23292	44221676	8388604	8378472
1789560722	338.26	63	100	1875	0x0000000000000004	23292	44210768	8388604	8378472
1789560724	341.52	65	100	1860	0x0000000000000004	23292	44213020	8388604	8378472
1789560726	335.36	64	100	1875	0x0000000000000004	23292	44245936	8388604	8378472
1789560728	340.88	63	100	1740	0x0000000000000004	23292	44015792	8388604	8378472
1789560730	337.30	64	100	1875	0x0000000000000004	23292	43920700	8388604	8378472
1789560732	344.99	64	100	1575	0x0000000000000004	23292	43662828	8388604	7875576
1789560734	334.48	64	100	1875	0x0000000000000004	23292	43968216	8388604	8378444
1789560736	345.12	64	100	1665	0x0000000000000004	23292	43934696	8388604	8378444
1789560738	333.64	64	100	1875	0x0000000000000004	23292	43915748	8388604	8378444
1789560740	340.75	65	100	1695	0x0000000000000004	23292	43814064	8388604	8378444
1789560742	338.08	64	100	1875	0x0000000000000004	23292	43836348	8388604	8378444
1789560744	345.51	64	100	1635	0x0000000000000004	23292	43850976	8388604	8378444
1789560746	336.25	64	100	1875	0x0000000000000004	23292	43846608	8388604	8378444
1789560748	341.85	65	100	1590	0x0000000000000004	23292	43827004	8388604	8378444
1789560750	337.09	64	100	1875	0x0000000000000004	23292	43948124	8388604	8378444
1789560752	344.59	65	100	1590	0x0000000000000004	23292	44005264	8388604	8378444
1789560754	334.82	64	100	1875	0x0000000000000004	23292	43839388	8388604	8378444
1789560756	341.56	65	100	1815	0x0000000000000004	23292	44027500	8388604	8378444
1789560758	334.73	63	100	1875	0x0000000000000004	23292	44075932	8388604	8378444
1789560760	341.60	64	100	1875	0x0000000000000004	23292	44067548	8388604	8378444
1789560762	343.39	64	100	1725	0x0000000000000004	23292	43984756	8388604	8378444
1789560764	334.88	64	100	1875	0x0000000000000004	23292	44058100	8388604	8378444
1789560766	345.11	64	100	1590	0x0000000000000004	23292	44064032	8388604	8378444
1789560768	336.33	64	100	1875	0x0000000000000004	23292	43997632	8388604	8378444
1789560770	342.02	64	100	1875	0x0000000000000004	23292	44080936	8388604	8378444
1789560772	343.63	64	100	1710	0x0000000000000004	23292	44117616	8388604	8378444
1789560774	335.22	64	100	1875	0x0000000000000004	23292	43942584	8388604	8378444
1789560777	341.68	64	100	1905	0x0000000000000004	23292	44069300	8388604	8378444
1789560779	339.03	63	100	1815	0x0000000000000004	23292	44047692	8388604	8378444
1789560781	336.62	64	100	1875	0x0000000000000004	23292	44082732	8388604	8378444
1789560783	341.64	64	100	1905	0x0000000000000004	23292	44165160	8388604	8378444
1789560785	335.08	64	100	1845	0x0000000000000004	23292	44163296	8388604	8378444
1789560787	339.12	64	100	1875	0x0000000000000004	23292	44157880	8388604	8378444
1789560789	339.29	64	100	1905	0x0000000000000004	23292	44108644	8388604	8378444
1789560791	344.88	64	100	1770	0x0000000000000004	23292	44103632	8388604	8378444
1789560793	335.11	64	100	1875	0x0000000000000004	23292	44001328	8388604	8378444
1789560795	340.00	64	100	1875	0x0000000000000004	23292	43543800	8388604	7991164
1789560797	344.28	64	100	1575	0x0000000000000004	23292	43712588	8388604	8378472
1789560799	336.02	63	100	1875	0x0000000000000004	23292	43756608	8388604	8378472
1789560801	336.99	64	100	1875	0x0000000000000004	23292	43798440	8388604	8378472
1789560803	342.24	64	100	1905	0x0000000000000004	23292	43789660	8388604	8378472
1789560805	343.20	63	100	1665	0x0000000000000004	23292	43856284	8388604	8378472
1789560807	333.97	64	100	1875	0x0000000000000004	23292	43869344	8388604	8378472
1789560809	338.56	64	100	1875	0x0000000000000004	23292	43719408	8388604	8378472
1789560811	340.51	64	100	1890	0x0000000000000004	23292	43816720	8388604	8378472
1789560813	343.71	65	100	1590	0x0000000000000004	23292	43850516	8388604	8378472
1789560815	335.22	64	100	1875	0x0000000000000004	23292	43769384	8388604	8378472
1789560817	337.99	64	100	1875	0x0000000000000004	23292	43841580	8388604	8378472
1789560819	339.76	64	100	1875	0x0000000000000004	23292	43912864	8388604	8378472
1789560821	344.77	64	100	1635	0x0000000000000004	23292	43949540	8388604	8378472
1789560823	343.80	63	100	1665	0x0000000000000004	23292	43848672	8388604	8378472
1789560825	335.10	63	100	1875	0x0000000000000004	23292	43952640	8388604	8378472
1789560827	334.67	64	100	1875	0x0000000000000004	23292	44003384	8388604	8378472
1789560829	341.52	64	100	1875	0x0000000000000004	23292	43871284	8388604	8378472
1789560831	341.19	64	100	1875	0x0000000000000004	23292	44037220	8388604	8378472
1789560833	336.50	64	100	1905	0x0000000000000004	23292	43820568	8388604	8378472
1789560835	344.43	64	100	1590	0x0000000000000004	23292	43761648	8388604	8378472
1789560837	344.02	63	100	1830	0x0000000000000004	23292	43866324	8388604	8378472
1789560839	338.21	63	100	1875	0x0000000000000004	23292	43874292	8388604	8378472
1789560841	341.19	64	100	1890	0x0000000000000004	23292	43745452	8388604	8378472
1789560843	339.14	64	100	1875	0x0000000000000004	23292	43590076	8388604	8378472
1789560845	345.50	64	100	1740	0x0000000000000004	23292	43593060	8388604	8378472
1789560847	336.71	63	100	1785	0x0000000000000004	23292	43481268	8388604	8378472
1789560849	348.68	64	99	1785	0x0000000000000004	23292	43523736	8388604	8378472
1789560851	346.06	63	99	1770	0x0000000000000004	23292	43621448	8388604	8378472
1789560853	171.80	61	0	1740	0x0000000000000000	23292	45503644	8388604	8378472
1789560855	337.07	63	100	1890	0x0000000000000004	23292	45419144	8388604	8378472
1789560857	338.31	62	100	1875	0x0000000000000004	23292	44952200	8388604	8378472
1789560859	342.74	63	100	1905	0x0000000000000004	23292	44914904	8388604	7927616
1789560861	340.04	62	100	1890	0x0000000000000004	23292	45255564	8388604	8378472
1789560863	343.03	63	100	1665	0x0000000000000004	23292	45253840	8388604	8378472
1789560865	335.92	62	100	1890	0x0000000000000004	23292	45282300	8388604	8378472
1789560867	346.02	62	100	1605	0x0000000000000004	23292	45310684	8388604	8378472
1789560870	334.58	62	100	1890	0x0000000000000004	23292	45231616	8388604	8378472
1789560872	343.47	63	100	1590	0x0000000000000004	23292	45429340	8388604	8378472
1789560874	337.21	61	100	1890	0x0000000000000004	23292	45460540	8388604	8378472
1789560876	345.23	62	100	1590	0x0000000000000004	23292	45400472	8388604	8378472
1789560878	334.28	61	100	1890	0x0000000000000004	23292	45410116	8388604	8378472
1789560880	339.67	62	100	1560	0x0000000000000004	23292	45429152	8388604	8378472
1789560882	339.17	61	100	1890	0x0000000000000004	23292	45451656	8388604	8378472
1789560884	342.07	62	100	1905	0x0000000000000004	23292	45503832	8388604	8378472
1789560886	338.31	61	100	1890	0x0000000000000004	23292	45509668	8388604	8378472
1789560888	339.90	62	100	1890	0x0000000000000004	23292	45509096	8388604	8378472
1789560890	343.97	61	100	1815	0x0000000000000004	23292	45258244	8388604	8378472
1789560892	341.19	62	100	1890	0x0000000000000004	23292	45401124	8388604	8378472
1789560894	344.02	62	100	1590	0x0000000000000004	23292	45446860	8388604	8378472
1789560896	335.73	62	100	1890	0x0000000000000004	23292	45419456	8388604	8378472
1789560898	341.14	62	100	1905	0x0000000000000004	23292	45449052	8388604	8378472
1789560900	345.29	61	100	1860	0x0000000000000004	23292	45434256	8388604	8378472
1789560902	341.56	62	100	1890	0x0000000000000004	23292	45439812	8388604	8378472
1789560904	345.49	62	100	1605	0x0000000000000004	23292	45432012	8388604	8378472
1789560906	336.43	62	100	1890	0x0000000000000004	23292	45467436	8388604	8378472
1789560908	341.55	62	100	1890	0x0000000000000004	23292	45476724	8388604	8378472
1789560910	342.77	63	100	1590	0x0000000000000004	23292	45265216	8388604	8378472
1789560912	335.04	61	100	1890	0x0000000000000004	23292	45429864	8388604	8378472
1789560914	341.67	63	100	1890	0x0000000000000004	23292	45430328	8388604	8378472
1789560916	345.05	63	100	1605	0x0000000000000004	23292	45408920	8388604	8378472
1789560918	336.80	62	100	1890	0x0000000000000004	23292	45435444	8388604	8378472
1789560920	342.36	63	100	1890	0x0000000000000004	23292	45339480	8388604	8378472
1789560922	345.32	63	100	1575	0x0000000000000004	23292	44949128	8388604	7977360
1789560924	337.34	62	100	1890	0x0000000000000004	23292	45300080	8388604	8378472
1789560926	339.70	63	100	1890	0x0000000000000004	23292	45313140	8388604	8378472
1789560928	345.14	63	100	1905	0x0000000000000004	23292	45325376	8388604	8378472
1789560930	341.86	63	100	1710	0x0000000000000004	23292	45253096	8388604	8378472
